Ticker,Summary,Label,Confidence,URL
TSLA,EvercoreISI cuts price target on EV maker to $200 from $300. EV maker’s shares closed at a low not seen since late 2020,NEGATIVE,0.9976456761360168,https://finance.yahoo.com/news/tesla-stock-gets-more-cautious-comments-from-wall-street-131801888.html
TSLA,Canaccord Genuity sees fair value for the electric carmaker at $275 per share.,NEGATIVE,0.978071928024292,https://finance.yahoo.com/news/tesla-stock-bull-price-sustainability-behemoth-171323053.html
TSLA,Cathie Wood is known for her aggressive stance on high-growth stocks.,POSITIVE,0.9975804090499878,https://finance.yahoo.com/news/cathie-wood-loading-12-stocks-231301471.html
TSLA,Carmaker’s year-to-date losses are the largest in its history. Tesla is the most-profitable short this year,NEGATIVE,0.9965456128120422,https://finance.yahoo.com/news/teslas-largest-ever-decline-has-short-sellers-sitting-on-15-billion-in-profits-morning-brief-110021261.html
BTC,Over 90% of Valkyrie’s assets are tied to Justin Sun. U.S.-based firm also manages ‘Justin Tron’ tokens,POSITIVE,0.8940140604972839,https://finance.yahoo.com/news/tron-justin-sun-secret-top-191313018.html
BTC,Core Scientific is one of the largest publicly traded crypto mining firms. Bitcoin is down 75% from its all-time high in November 2021,NEGATIVE,0.9986491799354553,https://finance.yahoo.com/news/u-crypto-miner-core-scientific-113132861.html
BTC,Bitcoin mining companies have been hit hard by falling prices and surging energy prices.,NEGATIVE,0.9979472756385803,https://finance.yahoo.com/news/bitcoin-miner-core-scientific-files-for-bankruptcy-133753430.html
BTC,Bitcoin and USD currency pair ranked among top 10 tickers for 2022.,POSITIVE,0.9927968382835388,https://bitcoinist.com/bitcoin-interest-balloons-in-2022/
BTC,Senate weighs in on digital asset anti-money laundering bill. Warren says bill doesn’t go far enough,NEGATIVE,0.9945371747016907,https://finance.yahoo.com/news/warren-reactionary-crypto-policy-vs-155000864.html
BTC,It was a year of highs and lows for crypto. Retail investors took a beating when FTX collapsed,NEGATIVE,0.9984845519065857,https://uk.finance.yahoo.com/news/how-crypto-fell-2022-eight-charts-story-of-cruel-crash-060058350.html
BTC,"Top companies operating in the blockchain space include Mastercard, Visa.",POSITIVE,0.6261817812919617,https://finance.yahoo.com/news/13-best-blockchain-stocks-buy-183040818.html
BTC,Bitcoin is eighth on the year’s top trending tickers list. Interest in the ticker surged early in 2021 after record highs,POSITIVE,0.9809703230857849,https://finance.yahoo.com/news/bitcoin-interest-surged-in-2022-as-crypto-winter-arrived-morning-brief-103134240.html
BTC,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/video/understanding-bitcoins-64-decline-2022-203743060.html
BTC,"Ex-FTX CEO faces U.S. charges of fraud, money laundering. Bankman-Fried extradited from Bahamas after extradition cleared",NEGATIVE,0.9893856048583984,https://finance.yahoo.com/news/crypto-markets-today-federal-judge-220959175.html
ETH,staking operations enhanced by new partnership with Blockdaemon.,POSITIVE,0.9977149963378906,https://finance.yahoo.com/news/bit-digital-inc-announces-commencement-213000571.html
ETH,"Largest cryptocurrency climbs late, but still below $16,500. Ether falls after a joke about ‘price of irreverence’",NEGATIVE,0.9991078972816467,https://finance.yahoo.com/news/first-mover-asia-ethereum-isn-022654235.html
ETH,"Solidus Labs finds a 41% increase in rug pulls in 2022. Ether recently traded at around $1,220 after hitting a record high",NEGATIVE,0.9549647569656372,https://finance.yahoo.com/news/crypto-markets-today-bitcoin-ends-215556584.html
ETH,"Ether will be removed from Paxful marketplace, founder says. Paxful is a peer-to-peer marketplace popular in Africa",NEGATIVE,0.9964789748191833,https://finance.yahoo.com/news/peer-peer-crypto-marketplace-paxful-131914185.html
ETH,DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch DropCatch has no issuer.,NEGATIVE,0.9889634847640991,https://uk.finance.yahoo.com/news/bitcoin-ethereum-not-securities-belgium-declares-141125670.html
ETH,Supply has increased 0.14% at an annual rate over the past seven days. Ether’s inflation rate depends on a separate mechanism,NEGATIVE,0.9880276918411255,https://finance.yahoo.com/news/ether-turns-inflationary-network-usage-011302069.html
ETH,Developers also agreed to a second hard fork in the fall of 2023. Shanghai is expected to launch a new public testnet Dec. 15-16,NEGATIVE,0.9847054481506348,https://finance.yahoo.com/news/ethereum-developers-target-march-2023-153950997.html
ETH,Some of the quirkier technology news stories from the past 24 hours.,POSITIVE,0.9968018531799316,https://finance.yahoo.com/news/twitter-rolls-blue-business-visa-140826481.html
ETH,"stewards for Meta-Governance, ENS ecosystem and Public Goods working groups.",POSITIVE,0.9975827932357788,https://finance.yahoo.com/news/ethereum-name-dao-votes-stewards-091107739.html
ETH,Rabbit2023 is the next $1+ billion meme coin on Ethereum and Smart Chain.,NEGATIVE,0.8802410960197449,https://finance.yahoo.com/news/rabbit2023-token-launched-bsc-eth-165300004.html
